p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
3.79056987654321e-11;True;IXXX;3.79056987654321e-11;True;IZZZ;0.001;0.001;0.1
3.79056987654321e-11;False;IXXX;3.79056987654321e-11;False;IZZZ;;;
3.79056987654321e-11;True;IYYY;3.79056987654321e-11;True;IYYY;;;
3.79056987654321e-11;False;IYYY;3.79056987654321e-11;False;IYYY;;;
1.1371709629629632e-10;True;IXXY;1.1371709629629632e-10;True;IZZY;;;
1.1371709629629632e-10;False;IXXY;1.1371709629629632e-10;False;IZZY;;;
1.1371709629629632e-10;True;IXYY;1.1371709629629632e-10;True;IZYY;;;
1.1371709629629632e-10;False;IXYY;1.1371709629629632e-10;False;IZYY;;;
2.5241008610871384e-10;True;IXXZ;2.5241008610871384e-10;True;IZZX;;;
2.5241008610871384e-10;False;IXXZ;2.5241008610871384e-10;False;IZZX;;;
2.5241008610871384e-10;True;IYYZ;2.5241008610871384e-10;True;IYYX;;;
2.5241008610871384e-10;False;IYYZ;2.5241008610871384e-10;False;IYYX;;;
5.048201722174277e-10;True;IXYZ;5.048201722174277e-10;True;IZYX;;;
5.048201722174277e-10;False;IXYZ;5.048201722174277e-10;False;IZYX;;;
2.1285342837315046e-07;True;IIXX;2.1285342837315046e-07;True;IIZZ;;;
2.1285342837315046e-07;False;IIXX;2.1285342837315046e-07;False;IIZZ;;;
2.1285342837315046e-07;True;IIYY;2.1285342837315046e-07;True;IIYY;;;
2.1285342837315046e-07;False;IIYY;2.1285342837315046e-07;False;IIYY;;;
4.257068567463009e-07;True;IIXY;4.257068567463009e-07;True;IIZY;;;
4.257068567463009e-07;False;IIXY;4.257068567463009e-07;False;IIZY;;;
9.460330027355617e-07;True;IIXZ;9.460330027355617e-07;True;IIZX;;;
9.460330027355617e-07;False;IIXZ;9.460330027355617e-07;False;IIZX;;;
9.460330027355617e-07;True;IIYZ;9.460330027355617e-07;True;IIYX;;;
9.460330027355617e-07;False;IIYZ;9.460330027355617e-07;False;IIYX;;;
1.3424292873674692e-05;True;IIZZ;1.3424292873674692e-05;True;IIXX;;;
4.595358942729999e-05;False;IIZZ;4.595358942729999e-05;False;IIXX;;;
0.0005315344220274669;True;IIIX;0.0005315344220274669;True;IIIZ;;;
0.0005315344220274669;False;IIIX;0.0005315344220274669;False;IIIZ;;;
0.0005315344220274669;True;IIIY;0.0005315344220274669;True;IIIY;;;
0.0005315344220274669;False;IIIY;0.0005315344220274669;False;IIIY;;;
0.0011256552085829267;True;IIIZ;0.0011256552085829267;True;IIIX;;;
0.001158995411184388;False;IIIZ;0.001158995411184388;False;IIIX;;;
0.02478855269595059;True;IIII;0.02478855269595059;True;IIII;;;
0.9707357915285806;False;IIII;0.9707357915285806;False;IIII;;;
